2026-02-11 20:03:09,020 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - ==========================================
data:/leonardo_work/EUHPC_R04_192/fmohamma/Adversarial_Robust_Clip/atpt_data/downstream_datasets
test_sets:Cars
dataset_mode:test
arch:vit_l_14_datacomp_1b
resolution:224
transferability:False
source_model:fare4
workers:4
no_pin_memory:False
batch_size:1
adv_bs:1
print_freq:20
gpu:0
no_cudnn_benchmark:False
n_ctx:4
ctx_init:a_photo_of_a
seed:0
output_dir:/leonardo_work/EUHPC_R04_192/fmohamma/Adversarial_Robust_Clip/atpt_data/vit_l_14_datacomp_1b/Cars
log_output_dir:/leonardo_work/EUHPC_R04_192/fmohamma/Adversarial_Robust_Clip/ATPT/Diffratio_v3/vit_l_14_datacomp_1b/Cars/ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10
image_only_attack:False
image_only_attack_type:prm
image_predicted_label_attack:False
eps:0.0
alpha:0.0
alpha_eps_ratio:4.0
steps:100
counter_attack:True
counter_attack_type:pgd
counter_attack_steps:0
counter_attack_eps:32.0
counter_attack_alpha:1.0
counter_attack_tau_thres:0.2
counter_attack_beta:2.0
counter_attack_weighted_perturbations:True
counter_attack_init_noise:uniform
counter_attack_gaussian_sigma:0.03
counter_attack_noisy_tau_num_anchors:10
counter_attack_tau:normal_anchors
pgd_clip_pure_i_text_embeddings:null
pgd_counter_and_clipure_i_lamda:1.0
image_feature_purify:False
image_feature_purify_type:noisy_anchor
image_feature_purify_noisy_anchors:10
image_feature_purify_anchors_alpha:1.2
image_feature_purify_noisy_sigma:0.18
image_feature_purify_diff_threshold:0.0
image_feature_clipure_steps:10
image_feature_clipure_step_size:10.0
save_plots:False
lr:0.005
selection_p:0.1
tta_steps:1
top_k:20
softmax_temp:0.01
load_tecoa:

2026-02-11 20:03:09,020 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Use GPU: 0 for training
2026-02-11 20:04:05,962 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - => Model created: visual backbone vit_l_14_datacomp_1b
2026-02-11 20:04:05,995 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Number of test samples: 8041
2026-02-11 20:04:05,995 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Evaluating dataset: Cars
2026-02-11 20:04:05,996 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Starting evaluation with batch size: 1, selection percentage: 0.1
2026-02-11 20:04:05,996 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Using PGD attack with epsilon: 0.000000, alpha: 0.000000, steps: 100 image only attack False image only attack type  prm image predicted label attack False
2026-02-11 20:04:05,996 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Using counter-attack with epsilon: 32.000000, alpha: 1.000000, steps: 0
2026-02-11 20:04:05,996 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Adversarial examples will be loaded from /leonardo_work/EUHPC_R04_192/fmohamma/Adversarial_Robust_Clip/atpt_data/vit_l_14_datacomp_1b/Cars/adv_images_eps_0.0_alpha_0.0_steps_100 and evaluated on vit_l_14_datacomp_1b
2026-02-11 20:04:05,997 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Using directory for adversarial images: /leonardo_work/EUHPC_R04_192/fmohamma/Adversarial_Robust_Clip/atpt_data/vit_l_14_datacomp_1b/Cars/adv_images_eps_0.0_alpha_0.0_steps_100
2026-02-11 20:04:09,017 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 1/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:09,431 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 2/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:09,844 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 3/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:10,257 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 4/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:10,671 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 5/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:11,084 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 6/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:11,497 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 7/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:11,910 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 8/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:12,323 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 9/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:12,736 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 10/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:13,149 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 11/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:13,562 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 12/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:13,975 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 13/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:14,388 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 14/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 1.0000
2026-02-11 20:04:14,801 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 15/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 0.9333
2026-02-11 20:04:15,214 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 16/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 0.9375
2026-02-11 20:04:15,627 - ADV_Generation_eps_0.0_steps_100_Added_Noise_uniform_Eps_32.0_Tau_Type_normal_anchors_num_anchors_10 - INFO - Batch 17/8041: Clean accuracy 1.0000 | Adv accuracy: 1.0000 | Counter-attack accuracy: 0.9412
